abbr,category,jobtitle
NY,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
NC,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
ND,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
OH,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
OK,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
OR,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
PA,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
SC,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
SD,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
TN,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
TX,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
UT,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
VT,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
VA,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
WA,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
WI,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
PR,Pharmaceutical / Bio-tech,Agricultural and Food Science Technicians
AR,Engineering / Architecture,Agricultural Engineers
CA,Engineering / Architecture,Agricultural Engineers
FL,Engineering / Architecture,Agricultural Engineers
GA,Engineering / Architecture,Agricultural Engineers
IL,Engineering / Architecture,Agricultural Engineers
IN,Engineering / Architecture,Agricultural Engineers
IA,Engineering / Architecture,Agricultural Engineers
KS,Engineering / Architecture,Agricultural Engineers
KY,Engineering / Architecture,Agricultural Engineers
MD,Engineering / Architecture,Agricultural Engineers
NE,Engineering / Architecture,Agricultural Engineers
NC,Engineering / Architecture,Agricultural Engineers
OH,Engineering / Architecture,Agricultural Engineers
PA,Engineering / Architecture,Agricultural Engineers
SD,Engineering / Architecture,Agricultural Engineers
TX,Engineering / Architecture,Agricultural Engineers
VA,Engineering / Architecture,Agricultural Engineers
WA,Engineering / Architecture,Agricultural Engineers
WI,Engineering / Architecture,Agricultural Engineers
PR,Engineering / Architecture,Agricultural Engineers
AL,Transportation / Logistics,Agricultural Equipment Operators
AZ,Transportation / Logistics,Agricultural Equipment Operators
AR,Transportation / Logistics,Agricultural Equipment Operators
CA,Transportation / Logistics,Agricultural Equipment Operators
CO,Transportation / Logistics,Agricultural Equipment Operators
DE,Transportation / Logistics,Agricultural Equipment Operators
FL,Transportation / Logistics,Agricultural Equipment Operators
GA,Transportation / Logistics,Agricultural Equipment Operators
ID,Transportation / Logistics,Agricultural Equipment Operators
IL,Transportation / Logistics,Agricultural Equipment Operators
IN,Transportation / Logistics,Agricultural Equipment Operators
IA,Transportation / Logistics,Agricultural Equipment Operators
KS,Transportation / Logistics,Agricultural Equipment Operators
KY,Transportation / Logistics,Agricultural Equipment Operators
LA,Transportation / Logistics,Agricultural Equipment Operators
MD,Transportation / Logistics,Agricultural Equipment Operators
MI,Transportation / Logistics,Agricultural Equipment Operators
MN,Transportation / Logistics,Agricultural Equipment Operators
MS,Transportation / Logistics,Agricultural Equipment Operators
MO,Transportation / Logistics,Agricultural Equipment Operators
MT,Transportation / Logistics,Agricultural Equipment Operators
NE,Transportation / Logistics,Agricultural Equipment Operators
NJ,Transportation / Logistics,Agricultural Equipment Operators
NM,Transportation / Logistics,Agricultural Equipment Operators
NY,Transportation / Logistics,Agricultural Equipment Operators
NC,Transportation / Logistics,Agricultural Equipment Operators
ND,Transportation / Logistics,Agricultural Equipment Operators
OH,Transportation / Logistics,Agricultural Equipment Operators
OK,Transportation / Logistics,Agricultural Equipment Operators
OR,Transportation / Logistics,Agricultural Equipment Operators
PA,Transportation / Logistics,Agricultural Equipment Operators
SC,Transportation / Logistics,Agricultural Equipment Operators
SD,Transportation / Logistics,Agricultural Equipment Operators
TN,Transportation / Logistics,Agricultural Equipment Operators
TX,Transportation / Logistics,Agricultural Equipment Operators
UT,Transportation / Logistics,Agricultural Equipment Operators
VA,Transportation / Logistics,Agricultural Equipment Operators
WA,Transportation / Logistics,Agricultural Equipment Operators
WI,Transportation / Logistics,Agricultural Equipment Operators
PR,Transportation / Logistics,Agricultural Equipment Operators
AL,Customer Service,Agricultural Inspectors
AZ,Customer Service,Agricultural Inspectors
AR,Customer Service,Agricultural Inspectors
CA,Customer Service,Agricultural Inspectors
CO,Customer Service,Agricultural Inspectors
CT,Customer Service,Agricultural Inspectors
DE,Customer Service,Agricultural Inspectors
FL,Customer Service,Agricultural Inspectors
GA,Customer Service,Agricultural Inspectors
HI,Customer Service,Agricultural Inspectors
ID,Customer Service,Agricultural Inspectors
IL,Customer Service,Agricultural Inspectors
IN,Customer Service,Agricultural Inspectors
IA,Customer Service,Agricultural Inspectors
KS,Customer Service,Agricultural Inspectors
KY,Customer Service,Agricultural Inspectors
LA,Customer Service,Agricultural Inspectors
ME,Customer Service,Agricultural Inspectors
MD,Customer Service,Agricultural Inspectors
MA,Customer Service,Agricultural Inspectors
MI,Customer Service,Agricultural Inspectors
MN,Customer Service,Agricultural Inspectors
MS,Customer Service,Agricultural Inspectors
MO,Customer Service,Agricultural Inspectors
MT,Customer Service,Agricultural Inspectors
NJ,Customer Service,Agricultural Inspectors
NM,Customer Service,Agricultural Inspectors
NY,Customer Service,Agricultural Inspectors
NC,Customer Service,Agricultural Inspectors
ND,Customer Service,Agricultural Inspectors
OH,Customer Service,Agricultural Inspectors
OK,Customer Service,Agricultural Inspectors
OR,Customer Service,Agricultural Inspectors
PA,Customer Service,Agricultural Inspectors
SD,Customer Service,Agricultural Inspectors
TN,Customer Service,Agricultural Inspectors
TX,Customer Service,Agricultural Inspectors
VA,Customer Service,Agricultural Inspectors
WA,Customer Service,Agricultural Inspectors
WI,Customer Service,Agricultural Inspectors
PR,Customer Service,Agricultural Inspectors
AL,Education / Training,Agricultural Sciences Teachers
AZ,Education / Training,Agricultural Sciences Teachers
AR,Education / Training,Agricultural Sciences Teachers
CA,Education / Training,Agricultural Sciences Teachers
CO,Education / Training,Agricultural Sciences Teachers
FL,Education / Training,Agricultural Sciences Teachers
GA,Education / Training,Agricultural Sciences Teachers
IL,Education / Training,Agricultural Sciences Teachers
IN,Education / Training,Agricultural Sciences Teachers
IA,Education / Training,Agricultural Sciences Teachers
KS,Education / Training,Agricultural Sciences Teachers
KY,Education / Training,Agricultural Sciences Teachers
LA,Education / Training,Agricultural Sciences Teachers
ME,Education / Training,Agricultural Sciences Teachers
MD,Education / Training,Agricultural Sciences Teachers
MA,Education / Training,Agricultural Sciences Teachers
MI,Education / Training,Agricultural Sciences Teachers
MN,Education / Training,Agricultural Sciences Teachers
MS,Education / Training,Agricultural Sciences Teachers
MO,Education / Training,Agricultural Sciences Teachers
MT,Education / Training,Agricultural Sciences Teachers
NY,Education / Training,Agricultural Sciences Teachers
NC,Education / Training,Agricultural Sciences Teachers
OH,Education / Training,Agricultural Sciences Teachers
OK,Education / Training,Agricultural Sciences Teachers
OR,Education / Training,Agricultural Sciences Teachers
PA,Education / Training,Agricultural Sciences Teachers
SD,Education / Training,Agricultural Sciences Teachers
TN,Education / Training,Agricultural Sciences Teachers
TX,Education / Training,Agricultural Sciences Teachers
UT,Education / Training,Agricultural Sciences Teachers
VA,Education / Training,Agricultural Sciences Teachers
WV,Education / Training,Agricultural Sciences Teachers
WI,Education / Training,Agricultural Sciences Teachers
WY,Education / Training,Agricultural Sciences Teachers
AL,Customer Service,Agricultural Workers
AZ,Customer Service,Agricultural Workers
AR,Customer Service,Agricultural Workers
CA,Customer Service,Agricultural Workers
CO,Customer Service,Agricultural Workers
FL,Customer Service,Agricultural Workers
HI,Customer Service,Agricultural Workers
ID,Customer Service,Agricultural Workers
IL,Customer Service,Agricultural Workers
IA,Customer Service,Agricultural Workers
KY,Customer Service,Agricultural Workers
LA,Customer Service,Agricultural Workers
MD,Customer Service,Agricultural Workers
MI,Customer Service,Agricultural Workers
MN,Customer Service,Agricultural Workers
MS,Customer Service,Agricultural Workers
MO,Customer Service,Agricultural Workers
MT,Customer Service,Agricultural Workers
NV,Customer Service,Agricultural Workers
NC,Customer Service,Agricultural Workers
ND,Customer Service,Agricultural Workers
OK,Customer Service,Agricultural Workers
OR,Customer Service,Agricultural Workers
TN,Customer Service,Agricultural Workers
TX,Customer Service,Agricultural Workers
VA,Customer Service,Agricultural Workers
WA,Customer Service,Agricultural Workers
WI,Customer Service,Agricultural Workers
PR,Customer Service,Agricultural Workers
AL,Transportation / Logistics,Air Traffic Controllers
AK,Transportation / Logistics,Air Traffic Controllers
AZ,Transportation / Logistics,Air Traffic Controllers
AR,Transportation / Logistics,Air Traffic Controllers
CA,Transportation / Logistics,Air Traffic Controllers
CT,Transportation / Logistics,Air Traffic Controllers
FL,Transportation / Logistics,Air Traffic Controllers
GA,Transportation / Logistics,Air Traffic Controllers
HI,Transportation / Logistics,Air Traffic Controllers
ID,Transportation / Logistics,Air Traffic Controllers
IN,Transportation / Logistics,Air Traffic Controllers
IA,Transportation / Logistics,Air Traffic Controllers
KS,Transportation / Logistics,Air Traffic Controllers
KY,Transportation / Logistics,Air Traffic Controllers
LA,Transportation / Logistics,Air Traffic Controllers
MD,Transportation / Logistics,Air Traffic Controllers
MA,Transportation / Logistics,Air Traffic Controllers
MI,Transportation / Logistics,Air Traffic Controllers
MN,Transportation / Logistics,Air Traffic Controllers
MS,Transportation / Logistics,Air Traffic Controllers
MT,Transportation / Logistics,Air Traffic Controllers
NE,Transportation / Logistics,Air Traffic Controllers
NV,Transportation / Logistics,Air Traffic Controllers
NH,Transportation / Logistics,Air Traffic Controllers
NJ,Transportation / Logistics,Air Traffic Controllers
NM,Transportation / Logistics,Air Traffic Controllers
NY,Transportation / Logistics,Air Traffic Controllers
NC,Transportation / Logistics,Air Traffic Controllers
ND,Transportation / Logistics,Air Traffic Controllers
OH,Transportation / Logistics,Air Traffic Controllers
OK,Transportation / Logistics,Air Traffic Controllers
PA,Transportation / Logistics,Air Traffic Controllers
SC,Transportation / Logistics,Air Traffic Controllers
SD,Transportation / Logistics,Air Traffic Controllers
TN,Transportation / Logistics,Air Traffic Controllers
TX,Transportation / Logistics,Air Traffic Controllers
VA,Transportation / Logistics,Air Traffic Controllers
WA,Transportation / Logistics,Air Traffic Controllers
WI,Transportation / Logistics,Air Traffic Controllers
WY,Transportation / Logistics,Air Traffic Controllers
GU,Transportation / Logistics,Air Traffic Controllers
PR,Transportation / Logistics,Air Traffic Controllers
AL,Transportation / Logistics,Aircraft Cargo Handling Supervisors
AK,Transportation / Logistics,Aircraft Cargo Handling Supervisors
AZ,Transportation / Logistics,Aircraft Cargo Handling Supervisors
CA,Transportation / Logistics,Aircraft Cargo Handling Supervisors
CO,Transportation / Logistics,Aircraft Cargo Handling Supervisors
CT,Transportation / Logistics,Aircraft Cargo Handling Supervisors
FL,Transportation / Logistics,Aircraft Cargo Handling Supervisors
GA,Transportation / Logistics,Aircraft Cargo Handling Supervisors
